Year,Ceremony,Award,Winner,Name,Film,,,
1934,7,Writing (Adaptation),,"Frances Goodrich, Albert Hackett [Second]",The Thin Man ,The Thin Man ,,
1934,7,Writing (Adaptation),,Ben Hecht [Third],Viva Villa! ,Viva Villa! ,,
1934,7,Writing (Original Story),,Mauri Grashin [Third],Hide-Out ,Hide-Out ,,
1934,7,Writing (Original Story),1,Arthur Caesar,Manhattan Melodrama ,Manhattan Melodrama ,,
1934,7,Writing (Original Story),,Norman Krasna [Second],The Richest Girl in the World ,The Richest Girl in the World ,,
1934,7,Special Award,1,"Charles Bryant Lang, Jr.",Shirley Temple,Shirley Temple,,
1935,8,Actor,,Clark Gable,Mutiny on the Bounty,,,
1935,8,Actor,,Charles Laughton,Mutiny on the Bounty,,,
1935,8,Actor,1,Victor McLaglen,The Informer,,,
1935,8,Actor,,Paul Muni,Black Fury,,,
1935,8,Actor,,Franchot Tone,Mutiny on the Bounty,,,
1935,8,Actress,,Elisabeth Bergner,Escape Me Never,,,
1935,8,Actress,,Claudette Colbert,Private Worlds,,,
1935,8,Actress,1,Bette Davis,Dangerous,,,
1935,8,Actress,,Katharine Hepburn,Alice Adams,,,
1935,8,Actress,,nnnMy namejl jlkj sfk;lskf�lew f�;ls;lw�l;k�lo;fg Imoojewrokjdl kjewpodjem;�lked;la,Becky Sharp,,,
1935,8,Actress,,Merle Oberon,The Dark Angel,,,
1935,8,Art Direction,1,Richard Day,The Dark Angel ,The Dark Angel ,,
1935,8,Art Direction,,"Hans Dreier, Roland Anderson [Third]",The Lives of a Bengal Lancer ,The Lives of a Bengal Lancer ,,
1935,8,Art Direction,,"Van Nest Polglase, Carroll Clark [Second]",Top Hat ,Top Hat ,,
1935,8,Assistant Director,,Joseph Newman [Third],David Copperfield ,David Copperfield ,,
1935,8,Assistant Director,,Eric Stacey,Les Miserables ,Les Miserables ,,
1935,8,Assistant Director,1,"Clem Beauchamp, Paul Wing",The Lives of a Bengal Lancer ,The Lives of a Bengal Lancer ,,
1935,8,Assistant Director,,Sherry Shourds [Second],A Midsummer Night's Dream ,A Midsummer Night's Dream ,,
1935,8,Cinematography,,Ray June,Barbary Coast ,Barbary Coast ,,
1935,8,Cinematography,,Victor Milner [Third],The Crusades ,The Crusades ,,
1935,8,Cinematography,,Gregg Toland [Second],Les Miserables ,Les Miserables ,,
1935,8,Cinematography,1,Hal Mohr,A Midsummer Night's Dream ,A Midsummer Night's Dream ,,
1935,8,Dance Direction,,Busby Berkeley,Lullaby of Broadway and The Words Are In My Heart numbers from Gold Diggers of 1935 [Third],,,
1935,8,Dance Direction,,Bobby Connolly,Latin from Manhattan number from Go into Your Dance,,,
1935,8,Dance Direction,,Bobby Connolly,Latin from Manhattan number from Go into Your Dance, and Playboy from Paree number from Broadway Hostess,,
1935,8,Dance Direction,1,Dave Gould,I've Got a Feeling You're Fooling number from Broadway Melody of 1936, and Straw Hat number from Folies Bergere,,
1935,8,Dance Direction,,Sammy Lee,Lovely Lady and Too Good To Be True numbers from King of Burlesque,,,
1935,8,Dance Direction,,Hermes Pan,"Piccolino and Top Hat, White Tie, and Tails numbers from Top Hat [Second]",,,
1935,8,Dance Direction,,LeRoy Prinz,It's the Animal in Me number from Big Broadcast of 1936, and Viennese Waltz number from All the King's Horses,,
1935,8,Dance Direction,,Benjamin Zemach,Hall of Kings number from She,,,
1935,8,Directing,,Michael Curtiz [Second],Captain Blood ,Captain Blood ,,
1935,8,Directing,1,John Ford,The Informer ,The Informer ,,
1935,8,Directing,,Henry Hathaway [Third],The Lives of a Bengal Lancer ,The Lives of a Bengal Lancer ,,
1935,8,Directing,,Frank Lloyd,Mutiny on the Bounty ,Mutiny on the Bounty ,,
1935,8,Film Editing,,Robert J. Kern,David Copperfield ,David Copperfield ,,
1935,8,Film Editing,,George Hively [Third],The Informer ,The Informer ,,
1935,8,Film Editing,,Barbara McLean,Les Miserables ,Les Miserables ,,
1935,8,Film Editing,,Ellsworth Hoagland,The Lives of a Bengal Lancer ,The Lives of a Bengal Lancer ,,
1935,8,Film Editing,1,Ralph Dawson,A Midsummer Night's Dream ,A Midsummer Night's Dream ,,
1935,8,Film Editing,,Margaret Booth [Second],Mutiny on the Bounty ,Mutiny on the Bounty ,,
1935,8,Music (Scoring),,"Warner Brothers-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold) [Third]",Captain Blood ,Captain Blood ,,
1935,8,Music (Scoring),1,"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Informer ,The Informer ,,
1935,8,Music (Scoring),,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart) [Second]",Mutiny on the Bounty ,Mutiny on the Bounty ,,
1935,8,Music (Scoring),,"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",Peter Ibbetson ,Peter Ibbetson ,,
1935,8,Music (Song),,Music and Lyrics by Irving Berlin [Second],"""Cheek To Cheek"" from Top Hat","""Cheek To Cheek"" from Top Hat",,
1935,8,Music (Song),,Music by Jerome Kern,"""Lovely To Look At"" from Roberta","""Lovely To Look At"" from Roberta",,
1935,8,Music (Song),1,Music by Harry Warren,"""Lullaby Of Broadway"" from Gold Diggers of 1935","""Lullaby Of Broadway"" from Gold Diggers of 1935",,
1935,8,Outstanding Production,,RKO Radio,Alice Adams ,Alice Adams ,,
1935,8,Outstanding Production,,Metro-Goldwyn-Mayer,Broadway Melody of 1936 ,Broadway Melody of 1936 ,,
1935,8,Outstanding Production,,Cosmopolitan [Third],Captain Blood ,Captain Blood ,,
1935,8,Outstanding Production,,Metro-Goldwyn-Mayer,David Copperfield ,David Copperfield ,,
1935,8,Outstanding Production,,RKO Radio [Second],The Informer ,The Informer ,,
1935,8,Outstanding Production,,20th Century,Les Miserables ,Les Miserables ,,
1935,8,Outstanding Production,,Paramount,The Lives of a Bengal Lancer ,The Lives of a Bengal Lancer ,,
1935,8,Outstanding Production,,Warner Brothers,A Midsummer Night's Dream ,A Midsummer Night's Dream ,,
1935,8,Outstanding Production,1,Metro-Goldwyn-Mayer,Mutiny on the Bounty ,Mutiny on the Bounty ,,
1935,8,Outstanding Production,,Metro-Goldwyn-Mayer,Naughty Marietta ,Naughty Marietta ,,
1935,8,Outstanding Production,,Paramount,Ruggles of Red Gap ,Ruggles of Red Gap ,,
1935,8,Outstanding Production,,RKO Radio,Top Hat ,Top Hat ,,
1935,8,Short Subject (Cartoon),,Harman-Ising [Third],The Calico Dragon ,The Calico Dragon ,,
1935,8,Short Subject (Cartoon),1,"Walt Disney, Producer",Three Orphan Kittens ,Three Orphan Kittens ,,
1935,8,Short Subject (Cartoon),,"Walt Disney, Producer [Second]",Who Killed Cock Robin? ,Who Killed Cock Robin? ,,
1935,8,Short Subject (Comedy),1,"Jack Chertok, Producer",How to Sleep ,How to Sleep ,,
1935,8,Short Subject (Comedy),,"Jules White, Producer [Second]","Oh, My Nerves ","Oh, My Nerves ",,
1935,8,Short Subject (Comedy),,"Hal Roach, Producer [Third]",Tit for Tat ,Tit for Tat ,,
1935,8,Short Subject (Novelty),,"Pete Smith, Producer [tied for 2nd]",Audioscopiks ,Audioscopiks ,,
1935,8,Short Subject (Novelty),,Universal [tied for 2nd],Camera Thrills ,Camera Thrills ,,
1935,8,Short Subject (Novelty),1,Gaumont British and Skibo Productions,Wings over Mt. Everest ,Wings over Mt. Everest ,,
1935,8,Sound Recording,,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein ,Bride of Frankenstein ,,
1935,8,Sound Recording,,"Warner Brothers-First National Studio Sound Department, Nathan Levinson, Sound Director [Second]",Captain Blood ,Captain Blood ,,
1935,8,Sound Recording,,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Dark Angel ,The Dark Angel ,,
1935,8,Sound Recording,,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much ,I Dream Too Much ,,
1935,8,Sound Recording,,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director [Third]",The Lives of a Bengal Lancer ,The Lives of a Bengal Lancer ,,
1935,8,Sound Recording,,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever ,Love Me Forever ,,
1935,8,Sound Recording,1,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta ,Naughty Marietta ,,
1935,8,Sound Recording,,Republic Studio Sound Department,"$1,000 a Minute ","$1,000 a Minute ",,
1935,8,Sound Recording,,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Thanks a Million ,Thanks a Million ,,
1935,8,Writing (Original Story),,Moss Hart [Third],Broadway Melody of 1936 ,Broadway Melody of 1936 ,,
1935,8,Writing (Original Story),,Gregory Rogers [Second],G-Men ,G-Men ,,
1935,8,Writing (Original Story),,"Don Hartman, Stephen Avery",The Gay Deception ,The Gay Deception ,,
1935,8,Writing (Original Story),1,"Ben Hecht, Charles MacArthur",The Scoundrel ,The Scoundrel ,,
1935,8,Writing (Screenplay),,Casey Robinson [Third],Captain Blood ,Captain Blood ,,
1935,8,Writing (Screenplay),1,Dudley Nichols,The Informer ,The Informer ,,
1935,8,Writing (Screenplay),,"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah; Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer ,The Lives of a Bengal Lancer ,,
1935,8,Writing (Screenplay),,"Talbot Jennings, Jules Furthman, Carey Wilson [Second]",Mutiny on the Bounty ,Mutiny on the Bounty ,,
1935,8,Special Award,1,David Wark Griffith,,,,
1936,9,Actor,,Gary Cooper,Mr. Deeds Goes to Town,,,
1936,9,Actor,,Walter Huston,Dodsworth,,,
1936,9,Actor,1,Paul Muni,The Story of Louis Pasteur,,,
1936,9,Actor,,William Powell,My Man Godfrey,,,
1936,9,Actor,,Spencer Tracy,San Francisco,,,
1936,9,Actor in a Supporting Role,,Mischa Auer,My Man Godfrey,,,
1936,9,Actor in a Supporting Role,1,Walter Brennan,Come and Get It,,,
1936,9,Actor in a Supporting Role,,Stuart Erwin,Pigskin Parade,,,
1936,9,Actor in a Supporting Role,,Basil Rathbone,Romeo and Juliet,,,
1936,9,Actor in a Supporting Role,,Akim Tamiroff,The General Died at Dawn,,,
1936,9,Actress,,Irene Dunne,Theodora Goes Wild,,,
1936,9,Actress,,Gladys George,Valiant Is the Word for Carrie,,,
1936,9,Actress,,Carole Lombard,My Man Godfrey,,,
1936,9,Actress,1,Luise Rainer,The Great Ziegfeld,,,
1936,9,Actress,,Norma Shearer,Romeo and Juliet,,,
1936,9,Actress in a Supporting Role,,Beulah Bondi,The Gorgeous Hussy,,,
1936,9,Actress in a Supporting Role,,Alice Brady,My Man Godfrey,,,
1936,9,Actress in a Supporting Role,,Bonita Granville,These Three,,,
1936,9,Actress in a Supporting Role,,Maria Ouspenskaya,Dodsworth,,,
1936,9,Actress in a Supporting Role,1,Gale Sondergaard,Anthony Adverse,,,
1936,9,Art Direction,,Anton Grot,Anthony Adverse ,,,
1936,9,Art Direction,1,Richard Day,Dodsworth ,,,
1936,9,Art Direction,,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld ,,,
1936,9,Art Direction,,William S. Darling,Lloyds of London ,,,
1936,9,Art Direction,,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute ,,,
1936,9,Art Direction,,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet ,,,
1936,9,Art Direction,,Perry Ferguson,Winterset ,,,
1936,9,Assistant Director,,William Cannon,Anthony Adverse ,,,
1936,9,Assistant Director,1,Jack Sullivan,The Charge of the Light Brigade ,,,
1936,9,Assistant Director,,Eric G. Stacey,The Garden of Allah ,,,
1936,9,Assistant Director,,Clem Beauchamp,The Last of the Mohicans ,,,
1936,9,Assistant Director,,Joseph Newman,San Francisco ,,,
1936,9,Cinematography,1,Gaetano Gaudio,Anthony Adverse ,,,
1936,9,Cinematography,,Victor Milner,The General Died at Dawn ,,,
1936,9,Cinematography,,George Folsey,The Gorgeous Hussy ,,,
1936,9,Dance Direction,,Busby Berkeley,Love and War number from Gold Diggers of 1937,,,
1936,9,Dance Direction,,Bobby Connolly,1000 Love Songs number from Cain and Mabel,,,
1936,9,Dance Direction,1,Seymour Felix,A Pretty Girl Is Like a Melody number from The Great Ziegfeld,,,
1936,9,Dance Direction,,Dave Gould,Swingin' the Jinx number from Born to Dance,,,
1936,9,Dance Direction,,Jack Haskell,Skating Ensemble number from One in a Million,,,
1936,9,Dance Direction,,Russell Lewis,The Finale number from Dancing Pirate,,,
1936,9,Dance Direction,,Hermes Pan,Bojangles of Harlem number from Swing Time,,,
1936,9,Directing,,William Wyler,Dodsworth ,,,
1936,9,Directing,,Robert Z. Leonard,The Great Ziegfeld ,,,
1936,9,Directing,1,Frank Capra,Mr. Deeds Goes to Town ,,,
1936,9,Directing,,Gregory La Cava,My Man Godfrey ,,,
1936,9,Directing,,W. S. Van Dyke,San Francisco ,,,
1936,9,Film Editing,1,Ralph Dawson,Anthony Adverse ,,,
1936,9,Film Editing,,Edward Curtiss,Come and Get It ,,,
1936,9,Film Editing,,William S. Gray,The Great Ziegfeld ,,,
1936,9,Film Editing,,Barbara McLean,Lloyds of London ,,,
1936,9,Film Editing,,Conrad A. Nervig,A Tale of Two Cities ,,,
1936,9,Film Editing,,Otto Meyer,Theodora Goes Wild ,,,
1936,9,Music (Scoring),1,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse ,,,
1936,9,Music (Scoring),,"Warner Brothers Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade ,,,
1936,9,Music (Scoring),,"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah ,,,
1936,9,Music (Scoring),,"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn ,,,
1936,9,Music (Scoring),,"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset ,,,
1936,9,Music (Song),,Music by Walter Donaldson,"""Did I Remember"" from Suzy", Lyrics by Harold Adamson,,
1936,9,Music (Song),,Music and Lyrics by Cole Porter,"""I've Got You Under My Skin"" from Born to Dance",,,
1936,9,Music (Song),,Music by Louis Alter,"""A Melody From The Sky"" from Trail of the Lonesome Pine", Lyrics by Sidney Mitchell,,
1936,9,Music (Song),,Music by Arthur Johnston,"""Pennies From Heaven"" from Pennies from Heaven", Lyrics by Johnny Burke,,
1936,9,Music (Song),1,Music by Jerome Kern,"""The Way You Look Tonight"" from Swing Time", Lyrics by Dorothy Fields,,
1936,9,Music (Song),,Music by Richard A. Whiting,"""When Did You Leave Heaven"" from Sing, Baby, Sing", Lyrics by Walter Bullock,,
1936,9,Outstanding Production,,Warner Brothers,Anthony Adverse ,,,
1936,9,Outstanding Production,,Samuel Goldwyn Productions,Dodsworth ,,,
1936,9,Outstanding Production,1,Metro-Goldwyn-Mayer,The Great Ziegfeld ,,,
1936,9,Outstanding Production,,Metro-Goldwyn-Mayer,Libeled Lady ,,,
1936,9,Outstanding Production,,Columbia,Mr. Deeds Goes to Town ,,,
1936,9,Outstanding Production,,Metro-Goldwyn-Mayer,Romeo and Juliet ,,,
1936,9,Outstanding Production,,Metro-Goldwyn-Mayer,San Francisco ,,,
1936,9,Outstanding Production,,Cosmopolitan,The Story of Louis Pasteur ,,,
1936,9,Outstanding Production,,Metro-Goldwyn-Mayer,A Tale of Two Cities ,,,
1936,9,Outstanding Production,,Universal,Three Smart Girls ,,,
1936,9,Short Subject (Cartoon),1,"Walt Disney, Producer",The Country Cousin ,,,
1936,9,Short Subject (Cartoon),,Harman-Ising,Old Mill Pond ,,,
1936,9,Short Subject (Cartoon),,Paramount,Sinbad the Sailor ,,,
1936,9,Short Subject (Color),1,Warner Brothers,Give Me Liberty ,,,
1936,9,Short Subject (Color),,"Lewis Lewyn, Producer",La Fiesta de Santa Barbara ,,,
1936,9,Short Subject (Color),,Paramount,Popular Science J-6-2 ,,,
1936,9,Short Subject (One Reel),1,"Hal Roach, Producer",Bored of Education ,,,
1936,9,Short Subject (One Reel),,Paramount,Moscow Moods ,,,
1936,9,Short Subject (One Reel),,"Pete Smith, Producer","Wanted, a Master ",,,
1936,9,Short Subject (Two Reel),,Warner Brothers,Double or Nothing ,,,
1936,9,Short Subject (Two Reel),,RKO Radio,Dummy Ache ,,,
1936,9,Short Subject (Two Reel),1,Metro-Goldwyn-Mayer,The Public Pays ,,,
1936,9,Sound Recording,,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee ,,,
1936,9,Sound Recording,,"Warner Brothers Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade ,,,
1936,9,Sound Recording,,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth ,,,
1936,9,Sound Recording,,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky ,,,
1936,9,Sound Recording,,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town ,,,
1936,9,Sound Recording,1,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco ,,,
1936,9,Sound Recording,,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers ,,,
1936,9,Sound Recording,,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris ,,,
1936,9,Sound Recording,,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls ,,,
1936,9,Writing (Original Story),,Norman Krasna,Fury ,,,
1936,9,Writing (Original Story),,William Anthony McGuire,The Great Ziegfeld ,,,
1936,9,Writing (Original Story),,Robert Hopkins,San Francisco ,,,
1936,9,Writing (Original Story),1,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur ,,,
1936,9,Writing (Original Story),,Adele Comandini,Three Smart Girls ,,,
1936,9,Writing (Screenplay),,"Frances Goodrich, Albert Hackett",After the Thin Man ,,,
1936,9,Writing (Screenplay),,Sidney Howard,Dodsworth ,,,
1936,9,Writing (Screenplay),,Robert Riskin,Mr. Deeds Goes to Town ,,,
1936,9,Writing (Screenplay),,"Eric Hatch, Morris Ryskind",My Man Godfrey ,,,
1936,9,Writing (Screenplay),1,"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur ,,,
1936,9,Special Award,1,,The March of Time,,,
1936,9,Special Award,1,The Garden of Allah,W. Howard Greene and Harold Rosson,,,
1937,10,Actor,,Charles Boyer,Conquest,,,
1937,10,Actor,,Fredric March,A Star Is Born,,,
1937,10,Actor,,Robert Montgomery,Night Must Fall,,,
1937,10,Actor,,Paul Muni,The Life of Emile Zola,,,
1937,10,Actor,1,Spencer Tracy,Captains Courageous,,,
1937,10,Actor in a Supporting Role,,Ralph Bellamy,The Awful Truth,,,
1937,10,Actor in a Supporting Role,,Thomas Mitchell,The Hurricane,,,
1937,10,Actor in a Supporting Role,1,Joseph Schildkraut,The Life of Emile Zola,,,
1937,10,Actor in a Supporting Role,,H. B. Warner,Lost Horizon,,,
1937,10,Actor in a Supporting Role,,Roland Young,Topper,,,
1937,10,Actress,,Irene Dunne,The Awful Truth,,,
1937,10,Actress,,Greta Garbo,Camille,,,
1937,10,Actress,,Janet Gaynor,A Star Is Born,,,
1937,10,Actress,1,Luise Rainer,The Good Earth,,,
1937,10,Actress,,Barbara Stanwyck,Stella Dallas,,,
1937,10,Actress in a Supporting Role,1,Alice Brady,In Old Chicago,,,
1937,10,Actress in a Supporting Role,,Andrea Leeds,Stage Door,,,
1937,10,Actress in a Supporting Role,,Anne Shirley,Stella Dallas,,,
1937,10,Actress in a Supporting Role,,Claire Trevor,Dead End,,,
1937,10,Actress in a Supporting Role,,Dame May Whitty,Night Must Fall,,,
1937,10,Art Direction,,"Cedric Gibbons, William Horning",Conquest ,,,
1937,10,Art Direction,,Carroll Clark,A Damsel in Distress ,,,
1937,10,Art Direction,,Richard Day,Dead End ,,,
1937,10,Art Direction,,Wiard Ihnen,Every Day's a Holiday ,,,
1937,10,Art Direction,,Anton Grot,The Life of Emile Zola ,,,
1937,10,Art Direction,1,Stephen Goosson,Lost Horizon ,,,
1937,10,Art Direction,,John Victor Mackay,Manhattan Merry-Go-Round ,,,
1937,10,Art Direction,,Lyle Wheeler,The Prisoner of Zenda ,,,
1937,10,Art Direction,,"Hans Dreier, Roland Anderson",Souls at Sea ,,,
1937,10,Art Direction,,Alexander Toluboff,Walter Wanger's Vogues of 1938 ,,,
1937,10,Art Direction,,"William S. Darling, David Hall",Wee Willie Winkie ,,,
1937,10,Art Direction,,Jack Otterson,You're a Sweetheart ,,,
1937,10,Assistant Director,1,Robert Webb,In Old Chicago ,,,
1937,10,Assistant Director,,Russ Saunders,The Life of Emile Zola ,,,
1937,10,Assistant Director,,"C. C. Coleman, Jr.",Lost Horizon ,,,
1937,10,Assistant Director,,Hal Walker,Souls at Sea ,,,
1937,10,Assistant Director,,Eric Stacey,A Star Is Born ,,,
